Created_at,Id,Full_text,Location,User_description,Date
Wed Jul 03 14:28:37 +0000 2019,1146425517937025024,"Sociological solutions to #AntibioticResistance? Working toward wise prescribing is a great frame for overarching questions, notes @JulieSzymczak, such as: Why is it so hard to make change in #healthcare? https://t.co/heFeobbXLD @PennMedicineNews @pennvet @CHOP_Research https://t.co/6HXeCDxgUS","Philadelphia, PA","Dept of Biostatistics, Epidemiology and Informatics, Perelman Schl of Medicine; selections fr Center for Clinical Epidemiology & Biostatistics #PopulationHealth",2019-07-03
Wed Jul 03 14:19:49 +0000 2019,1146423302442889216,"RT @M_FerreiraDVM: #InMice, but still important to not ask for antibiotics when you have a virus: ""Antibiotics can leave the lung vulnerabl…","Minneapolis, MN","CIDRAP's Antimicrobial Stewardship Project (ASP) provides current, accurate, and comprehensive information on antimicrobial resistance & stewardship. #IDTwitter",2019-07-03
Wed Jul 03 14:19:06 +0000 2019,1146423122062651393,"#InMice, but still important to not ask for antibiotics when you have a virus: ""Antibiotics can leave the lung vulnerable to flu viruses, leading to significantly worse infections and symptoms, finds a new study."" #AMR #AntibioticResistance

https://t.co/kOMCnk0uRn","Chicago, IL",Husband to @laurengard28 | DVM & MPH | @AAAS_STPF 2019-2020 @StateDept (soon) | @Tufts '10 @TuftsVet '14 @JohnsHopkinsSPH '16 | All views are my own,2019-07-03
Wed Jul 03 13:43:27 +0000 2019,1146414151809622016,"Guys, it’s flu season, but remember antibiotics don’t work on viruses 🦠 Stop misusing antibiotics 💊.
#AntibioticResistance",Ghost town,Superbug slayer~almost a geek. F1~ Hamilton fan girl. Wanderer~ Lover of the finer things of life.,2019-07-03
Wed Jul 03 13:40:44 +0000 2019,1146413466841952256,"RT @Nosopharm: Nosopharm and @Evotec enter into collaboration to accelerate development of novel antibiotics #AntibioticResistance
https://…","Exeter, England",Award winning research grade Galleria mellonella; reduce reliance on mammalian research models. Reproducible - save time and money - CEO is @MrsMolecular,2019-07-03
Wed Jul 03 13:30:59 +0000 2019,1146411014168227840,RT @christianmunthe: FULLY FUNDED PHD CANDIDATE POSITION IN #BIOETHICS related to environmental dimensions of  #AntibioticResistance at @CA…,"Helsinki, Finland","microbial ecologist - #antibioticresistance fighter - Co-Founder and CEO of @resistomap, a company mapping antibiotic resistance across the globe 🌎",2019-07-03
Wed Jul 03 13:22:02 +0000 2019,1146408759578808320,Very interesting presentation on the importance of antimicrobial resistance. We need to take this VERY seriously #AntibioticResistance #NEECCG #doyoureallyneedantibiotics #superbugs,,"Mum, GP, RCGP First5 Lead Essex, and passionate about healthcare; oh and coffee, lots of coffee",2019-07-03
Wed Jul 03 13:17:09 +0000 2019,1146407531838922753,"RT @Nosopharm: Nosopharm and @Evotec enter into collaboration to accelerate development of novel antibiotics #AntibioticResistance
https://…","Forschungscampus Jena, Germany","Forschungscampus, Öffentlich-private Partnerschaft zur Infektionsdiagnostik- 
Hier twittert das InfectoGnostics Team!",2019-07-03
Wed Jul 03 13:16:21 +0000 2019,1146407329723768833,"RT @The_Microbiome: Happy Microbiome day! #WorldMicrobiomeDay 

See the 2019 #Microbiome Portal tips related with human #health (#cancer, #…",Bedford,Passionate about how IT solutions can bring positive value to our business and personal lives. Proud #autisticparent,2019-07-03
Wed Jul 03 13:16:16 +0000 2019,1146407308215214081,"RT @WHOSEARO: #AntibioticResistance is accelerated by the misuse and overuse of antibiotics.
 
 👉  The world urgently needs to change the w…","Bandung, Jawa Barat, Indonesia","Typing...

Fathiria Sudrajat
Environmental Health 🌷
POLTEKKES KEMENKES BANDUNG",2019-07-03
Wed Jul 03 13:13:18 +0000 2019,1146406563743195141,"RT @The_Microbiome: Happy Microbiome day! #WorldMicrobiomeDay 

See the 2019 #Microbiome Portal tips related with human #health (#cancer, #…",China,bioinformatics and bigdata,2019-07-03
Wed Jul 03 13:01:36 +0000 2019,1146403619945799680,"Frightening: ""As pan-resistant infections have become a reality, clinicians face an increasing dilemma with how to treat antibiotic-resistant strains."" https://t.co/1fPLsXHYB7 #AntibioticResistance","Washington, DC",Join the #AntibioticResistance Action Center at the George Washington University (#GWSPH) in the global battle against #antibioticresistance & #superbugs,2019-07-03
Wed Jul 03 13:00:31 +0000 2019,1146403347638947840,"As a creative strategic #consultancy, we are always looking ahead to the future. Our account executive Ford Stewart explores the growing importance of public engagement in the challenge to prevent #AntibioticResistance https://t.co/oUtP7gV83L https://t.co/zvknDVjOU9","London, England","We combine the vision of a consultancy with the creativity of an agency to unlock the potential in healthcare brands.
#Healthcare #Pharma #Marketing #DigiHealth",2019-07-03
Wed Jul 03 12:58:54 +0000 2019,1146402938300112898,"RT @Nosopharm: Nosopharm and @Evotec enter into collaboration to accelerate development of novel antibiotics #AntibioticResistance
https://…",Europe,Welcome to the official page of the Biotechs of Europe innovating in Anti-Microbial Resistance,2019-07-03
Wed Jul 03 12:56:58 +0000 2019,1146402451953602561,RT @WMicrobiomeDay: Prevention is the best cure! By preventing infections we can reduce the use of antibiotics and limit the spread of #Ant…,Mumbai,"Each of us and all the living things carry God within as 'Atma', Respect fellow being #Respect #Life #God #BeingHuman",2019-07-03
Wed Jul 03 12:56:51 +0000 2019,1146402425391198209,RT @reactgroup: Student? Create a team for @Innovate4AMR &amp; address drug-resistant infections🦠in low-resource settings! Winners attend a @WH…,Europe,Welcome to the official page of the Biotechs of Europe innovating in Anti-Microbial Resistance,2019-07-03
Wed Jul 03 12:55:59 +0000 2019,1146402206150737922,RT @idpharmd: @EM_Krockow @carolynctarrant @SocSciHealth @bioethicsdotcom @ABsteward Interesting article! South Africa #pharmacists and #ph…,"Leicester, England",Researcher & writer in (health) decision making incl #antibiotics use; blogger at @PsychToday; yoga enthusiast; traveller; lover of tea,2019-07-03
Wed Jul 03 12:33:23 +0000 2019,1146396517957345282,RT @idpharmd: @EM_Krockow @carolynctarrant @SocSciHealth @bioethicsdotcom @ABsteward Interesting article! South Africa #pharmacists and #ph…,University of Cape town,"Co-Chair South African Antibiotic Stewardship Program. Division Medical Microbiology, Faculty of Health Sciences, University of Cape Town.",2019-07-03
Wed Jul 03 12:33:21 +0000 2019,1146396510646669317,"RT @Tom_Jove: A sample of the UMR1092 team is present in Tours to present our work on  #AntibioticResistance in #environment !
#ARAE2019  @…","Limoges, France","Supportrice du Limoges CSP, club riche en histoire tourné vers l'avenir
#CSPDigitalWarriors #CSPNation",2019-07-03
Wed Jul 03 12:12:43 +0000 2019,1146391315602661376,RT @rivm: Italy visits The Netherlands for a friendly exchange about #AMR. Today we welcomed them at RIVM. #AntibioticResistance @EUjamrai…,"Toulouse, France","#BacTouBac, One World, One Health : Sharing a World with Bacteria / #microbiota #AMR #OneHealth Action. #Toulouse, France",2019-07-03
Wed Jul 03 12:12:32 +0000 2019,1146391272359387137,"RT @UAC_UU: Slow summer season, but here we are with a new #theAMRStudio episode! 🎤 This time, Chantal Morel, health economist, talk to us…","Toulouse, France","#BacTouBac, One World, One Health : Sharing a World with Bacteria / #microbiota #AMR #OneHealth Action. #Toulouse, France",2019-07-03
Wed Jul 03 12:10:05 +0000 2019,1146390654039273475,Urgent Care Colleagues please take note: Our friends @UCAOA have created a commitment statement on #AntibioticResistance for the industry. Please sign your organization on today! Love the tag line: Read It. Sign It. Live it. https://t.co/oYT3td5m2h Please RT! TY!,"Washington, DC",Join the #AntibioticResistance Action Center at the George Washington University (#GWSPH) in the global battle against #antibioticresistance & #superbugs,2019-07-03
Wed Jul 03 12:04:37 +0000 2019,1146389278399881217,@EM_Krockow @carolynctarrant @SocSciHealth @bioethicsdotcom @ABsteward Interesting article! South Africa #pharmacists and #physicians from public and private hospitals collaborate on multiple initiatives to combat #AntibioticResistance Its very impressive! They have societal interest at ❤️ @inspired2leadQH @NSchellack @AngPharmID @ABpreservation,The Ohio State University,"Infectious Diseases PharmD at OSUMC for over 25 years. Global advocate for Antimicrobial Stewardship, TedX speaker, Mentor, photographer, triathlete",2019-07-03
Wed Jul 03 11:49:24 +0000 2019,1146385447263694848,"RT @WHOSEARO: #AntibioticResistance is accelerated by the misuse and overuse of antibiotics.
 
 👉  The world urgently needs to change the w…","Tangerang,Indonesia",,2019-07-03
Wed Jul 03 11:43:11 +0000 2019,1146383885514739714,"@herbivore_club PLEASE STOP IGNORING FACTS!⏳
#GoVegan to help combat
#ClimateChange🌎
#GlobalWarming🔥
#Deforestation🌲
#Rainforest destruction🌴
Species #extinction🦋
#AnimalAbuse🐮
#Pollution🚮
#Hunger🍞
#Disease🏥
#AntibioticResistance💊
Unsafe #workplace conditions🚑
https://t.co/HzCz3yexfF","rural NY, U.S. {PA, IA, Éire}","#Vegan animal🐾sanctuary mom, wife, #Democrat🌹=❌, GenX. Prior #MentalHealth RN & #AnimalRights campaign mgr; BA lit/theater, #Irish studies grad work: #Ireland🇮🇪",2019-07-03
Wed Jul 03 11:36:05 +0000 2019,1146382097138909184,"Tfw someone emails asking for a pdf of your book chapter before you realize it's online! Anyway, check out my chapter, ""Artemisinin-resistant malaria as a global catastrophic biological threat""  https://t.co/dcGxpixhIg #biosecurity #healthsecurity #AntibioticResistance","Baltimore, MD",Epidemiologist and Data Scientist. @JHSPH_CHS #ELBI2019 Fellow. #epitwitter fanatic. She/her. All opinions are my own.,2019-07-03
Wed Jul 03 11:13:10 +0000 2019,1146376330612629504,"RT @WHOSEARO: #AntibioticResistance is accelerated by the misuse and overuse of antibiotics.
 
 👉  The world urgently needs to change the w…",,"Associate Prof Microbiology, Advocacy -  Vaccine preventable diseases,  Antimicrobial Resistance, Flipped learning, Self-Advocacy 😊",2019-07-03
Wed Jul 03 11:12:40 +0000 2019,1146376205605724165,"Antibiotics weaken flu defences in the lung
https://t.co/gUBmH0J5lL
#antibiotics #weakens #LungFluDefences #InappropriateUsage #AntibioticResistance 
#KillsHelpfulGutBacteria #PatientsMoreVulnerableToViruses","England, UK & Worldwide",Tracking news & updates for cancers : cancer awareness; cancer researches; cancer trials & results  ; cancer treatments; cancer breakthroughs...,2019-07-03
Wed Jul 03 10:57:58 +0000 2019,1146372505310863361,"RT @WHOSEARO: #AntibioticResistance is accelerated by the misuse and overuse of antibiotics.
 
 👉  The world urgently needs to change the w…",Ashburton Grove.,Won the race in 1998 by defeating millions of sperms.,2019-07-03
Wed Jul 03 10:26:40 +0000 2019,1146364630308139009,"RT @JPIAMR: What is the actual cost of AMR?
Discover the JPIAMR-VRI Network GAP-ON€.
Follow the research made by GAP-ON€ to know more.
http…",,The Joint Programming Initiative on Antimicrobial Resistance. Coordinates Strategic #AMR Research and Funding. 27 member nations. #Antibioticresistance #Global,2019-07-03
Wed Jul 03 10:26:37 +0000 2019,1146364615363895298,"RT @DepSecHargan: Antibiotics are powerful tools to fight life-threatening infections, like those that can lead to #sepsis. However, any #a…",Chillicothe OH,"Oncology RN, Veteran Nurse, Wife, Mother, Starbucks and Nike whore, Lover of all muscle cars and all things crafty!",2019-07-03
Wed Jul 03 10:25:04 +0000 2019,1146364224358293505,"£32million was dedicated to research into Anti Microbial Resistance last year by the government!

Find out how the money is being spent; from targeted prescribing to genome sequencing.

https://t.co/0QvPg9bSEF

#antibioticresistance #amr #amrresearch https://t.co/JdGNEEyKTn","Exeter, England","Specialising in #medicinesoptimisation and prescribing decision support, primary or secondary care we've got the solution for you!

Check out our website below:",2019-07-03
Wed Jul 03 10:24:34 +0000 2019,1146364100999561217,RT @rivm: Italy visits The Netherlands for a friendly exchange about #AMR. Today we welcomed them at RIVM. #AntibioticResistance @EUjamrai…,EU ,"#MD #MPH #PreventiveMedicine | Born #Sicily, raised #Erasmus, working #Rome | #MedicalAffairs #vaccineswork @SanofiIT | #Tennis #Pistachio | Views my own",2019-07-03
Wed Jul 03 10:20:00 +0000 2019,1146362949709291520,Colistin has been designated a highest-priority antibiotic by the United Nations’ World Health Organization. Effective control strategies are needed to not let #AntibioticResistance take over this last-resort drug. @GENbio https://t.co/i1htAeUWux,"Hertfordshire, UK",Our mission is to overcome the increasing problem of antibiotic resistance.,2019-07-03
Wed Jul 03 10:15:08 +0000 2019,1146361727963062272,RT @ischemo: Only one month left to submit #abstracts / apply for ISAC travel grants to attend the 31st ICC - 4th GCCMID in #Dubai in Novem…,Kampala,"Antimicrobial Security Researcher, Antimicrobial Stewardship (Infectious Diseases) Pharmacist, Critical Thinking Consultant. Views my own RT not an endorsement",2019-07-03
Wed Jul 03 10:05:09 +0000 2019,1146359212173344775,"This is very exciting, Philippe, and we’re looking forward to working with you all #researchneverstops #amr #antibiotics #AntibioticResistance https://t.co/2f4itdEjHk","Manchester, England","Founding CEO of Euprotec, now part of @EvotecAG. Discovering new #antibiotics to treat #drugresistantinfections. Husband. Proud father. Wannabe cyclist. ❤️MCR",2019-07-03
Wed Jul 03 09:58:04 +0000 2019,1146357431238385664,RT @StratMedicineNI: Happy 1st #WorldMicrobiomeDay. Shout out to our very own @DrMicrobiome who is analysing the skin microbiome of patient…,,"Your Twitter Hub! 
Sharing the best I found out.
Technology, business, environment, news, marketing, trends, and more.",2019-07-03
